0.00000000,2.25000000,4.65000000,0.00000000
0.20125967,2.35122502,4.64720373,-0.00624328
0.40251934,2.45245005,4.64440746,-0.01248656
0.60377901,2.55367507,4.64161119,-0.01872984
0.80503869,2.65490009,4.63881492,-0.02497311
1.00629836,2.75612512,4.63601865,-0.03121639
1.21471508,3.00916871,4.62811698,-0.03121639
1.42313181,3.26221231,4.62021530,-0.03121639
1.58305484,3.51525591,4.61231362,-0.03121639
1.74297788,3.76829951,4.60441195,-0.03121639
1.87779899,4.02134310,4.59651027,-0.03121639
2.01262009,4.27438670,4.58860860,-0.03121639
2.25017941,4.78047389,4.57280525,-0.03121639
2.47031121,5.28656109,4.55700190,-0.03121639
2.69666400,5.79264828,4.54119855,-0.03121639
2.82343542,6.04571036,4.53417725,-0.01587270
2.95020685,6.29877244,4.52715596,-0.00052901
3.08547212,6.55117590,4.54413172,0.06715529
3.22073738,6.80357936,4.56110747,0.13483959
3.35600265,7.05138278,4.61199117,0.20252389
3.49126792,7.29918619,4.66287487,0.27020819
3.62653319,7.53785558,4.74673552,0.33789249
3.76179845,7.77652497,4.83059617,0.40557679
3.89706372,8.00169346,4.94589938,0.47326109
4.03232899,8.22686196,5.06120260,0.54094539
4.16759425,8.43440973,5.20583872,0.60862969
4.30285952,8.64195750,5.35047485,0.67631399
4.43812479,8.82808710,5.52179751,0.74399829
4.57339005,9.01421670,5.69312017,0.81168259
4.70865532,9.17552258,5.88799474,0.87936689
4.84392059,9.33682846,6.08286931,0.94705119
4.98397422,9.47035925,6.29773022,1.01473549
5.12402786,9.60389005,6.51259113,1.08241979
5.28388883,9.70720258,6.74350714,1.15010409
5.44374981,9.81051512,6.97442315,1.21778839
5.65208469,9.88171912,7.21716926,1.28547270
5.86041957,9.95292312,7.45991537,1.35315700
6.06160552,9.96804018,7.55996928,1.38023072
6.26279148,9.98315725,7.66002318,1.40730444
6.46397744,9.99827432,7.76007709,1.43437816
6.66516339,10.01339138,7.86013099,1.46145188
6.86634935,10.02850845,7.96018490,1.48852560
7.03330696,10.03326788,7.91864439,1.53364846
7.20026456,10.03802730,7.87710389,1.57877133
7.36722217,10.04278673,7.83556339,1.62389420
7.57484111,10.06310705,7.66814293,1.66901706
7.78246005,10.08342736,7.50072247,1.71413993
7.99007899,10.10374768,7.33330201,1.75926280
8.18231347,10.16784079,7.08858225,1.82694710
8.37454796,10.23193390,6.84386250,1.89463140
8.52689195,10.32846695,6.61003125,1.96231570
8.67923593,10.42500000,6.37620000,2.03000000
8.81657052,10.52151206,6.14243128,1.96233333
8.95390510,10.61802412,5.90866256,1.89466667
9.08913518,10.68211350,5.66400985,1.82700000
9.22436526,10.74620288,5.41935715,1.75933333
9.35959534,10.77669756,5.16829447,1.69166667
9.49482542,10.80719225,4.91723179,1.62400000
9.63005550,10.80353457,4.66435037,1.55633333
9.76528558,10.79987689,4.41146894,1.48866667
9.90051566,10.76213374,4.16139326,1.42100000
10.03574574,10.72439059,3.91131757,1.35333333
10.17097582,10.65325219,3.66862080,1.28566667
10.30620590,10.58211379,3.42592404,1.21800000
10.44143598,10.47888105,3.19504442,1.15033333
10.57666606,10.37564832,2.96416481,1.08266667
10.71189614,10.24220908,2.74932449,1.01500000
10.84712622,10.10876984,2.53448417,0.94733333
10.98715221,9.94756433,2.33961196,0.87966667
11.12717820,9.78635883,2.14473975,0.81200000
11.28701838,9.60033504,1.97339932,0.74433333
11.44685856,9.41431125,1.80205888,0.67666667
11.65516634,9.20687103,1.65738356,0.60900000
11.86347412,8.99943081,1.51270823,0.54133333
12.06463391,8.90940555,1.46656243,0.51426667
12.26579370,8.81938029,1.42041662,0.48720000
12.46695348,8.72935503,1.37427082,0.46013333
12.66811327,8.63932977,1.32812501,0.43306667
12.86927306,8.54930451,1.28197921,0.40600000
13.07823015,8.60884946,1.30157702,0.38344444
13.28718724,8.66839441,1.32117484,0.36088889
13.49614433,8.72793937,1.34077266,0.33833333
13.70510143,8.78748432,1.36037048,0.31577778
13.91405852,8.84702928,1.37996830,0.29322222
14.12301561,8.90657423,1.39956611,0.27066667
14.30722028,8.85593555,1.39444433,0.22555556
14.49142495,8.80529687,1.38932254,0.18044444
14.67562962,8.75465818,1.38420075,0.13533333
14.90445831,8.69157591,1.37992566,0.11841667
15.13328699,8.62849364,1.37565056,0.10150000
15.36211568,8.56541137,1.37137547,0.08458333
15.59094436,8.50232909,1.36710038,0.06766667
15.81977305,8.43924682,1.36282528,0.05075000
16.04860174,8.37616455,1.35855019,0.03383333
16.27743042,8.31308227,1.35427509,0.01691667
16.50625911,8.25000000,1.35000000,0.00000000
